,LS
17325,0.00010225002188235521
17326,9.854196105152369e-05
17327,9.766698349267244e-05
17328,9.779102401807904e-05
17329,9.691703598946333e-05
17330,9.674998000264168e-05
17331,9.62500344030559e-05
17332,9.74580179899931e-05
17333,4.417030140757561e-06
17334,9.704200783744454e-05
17335,9.829201735556126e-05
17336,9.662500815466046e-05
17337,9.695900371298194e-05
17338,9.895797120407224e-05
17339,9.849999332800508e-05
17340,9.787501767277718e-05
17341,3.0830269679427147e-06
17342,9.708298603072762e-05
17343,1.374981366097927e-06
17344,9.783398127183318e-05
17345,2.874992787837982e-06
17346,9.499996667727828e-05
17347,1.374981366097927e-06
17348,0.003112250007688999
17349,2.2500171326100826e-06
17350,0.0009549169917590916
17351,0.0002484999713487923
17352,0.00023741699988022447
17353,0.0005618750001303852
17354,0.0002473329659551382
17355,0.00010379200102761388
17356,0.0004707080079242587
17357,0.0017463339609093964
17358,0.0002797089982777834
17359,9.904196485877037e-05
17360,0.00016854197019711137
17361,0.0018178330501541495
17362,6.25033862888813e-07
17363,3.345898585394025e-05
17364,9.937497088685632e-05
17365,9.595800656825304e-05
17366,9.716697968542576e-05
17367,9.829096961766481e-05
17368,8.262501796707511e-05
17369,9.63329803198576e-05
17370,9.724998380988836e-05
17371,9.549997048452497e-05
17372,9.550002869218588e-05
17373,9.74169815890491e-05
17374,9.945803321897984e-05
17375,3.0125025659799576e-05
17376,9.929196676239371e-05
17377,8.750357665121555e-07
17378,9.733298793435097e-05
17379,9.770895121619105e-05
17380,9.695801418274641e-05
17381,9.750004392117262e-05
17382,0.0001211669878102839
17383,0.0007427499513141811
17384,0.0006485419580712914
17385,0.0007089579594321549
17386,0.0004450409905984998
17387,0.0005431249737739563
17388,0.0005175829865038395
17389,0.0003012499655596912
17390,0.0004319169675000012
17391,1.708976924419403e-06
17392,0.00029674998950213194
17393,0.000564292015042156
17394,5.624955520033836e-06
17395,0.000314916018396616
17396,0.0001669999910518527
17397,0.0008673749980516732
17398,0.00010495900642126799
17399,3.3300602808594704e-07
17400,0.00010020897025242448
17401,9.849999332800508e-05
17402,9.945797501131892e-05
17403,9.870895883068442e-05
17404,9.90839907899499e-05
17405,2.874992787837982e-06
17406,0.00010312499944120646
17407,0.0003857910051010549
17408,0.00021879200357943773
17409,9.554100688546896e-05
17410,9.450002107769251e-05
17411,1.6624981071799994e-05
17412,9.799998952075839e-05
17413,7.500057108700275e-07
17414,0.0003791250055655837
17415,8.612498641014099e-05
17416,0.0004922090447507799
17417,3.641704097390175e-05
17418,9.729102021083236e-05
17419,9.983300697058439e-05
17420,9.770796168595552e-05
17421,8.125032763928175e-06
17422,9.870901703834534e-05
17423,0.00010216701775789261
17424,6.324995774775743e-05
17425,0.00010075001046061516
17426,5.00003807246685e-07
17427,9.68330423347652e-05
17428,9.354198118671775e-05
17429,3.3300602808594704e-07
17430,9.354203939437866e-05
17431,2.9098009690642357e-07
17432,9.691703598946333e-05
17433,9.433302329853177e-05
17434,0.0003726669820025563
17435,0.0004575409693643451
17436,0.00010425003711134195
17437,0.00038754200795665383
17438,0.00010016700252890587
17439,1.3792014215141535e-05
17440,0.00010170898167416453
17441,0.0001010000123642385
17442,9.995797881856561e-05
17443,2.9170187190175056e-06
17444,9.92910354398191e-05
17445,0.00010200001997873187
17446,9.700004011392593e-05
17447,0.00010812497930601239
17448,9.612500434741378e-05
17449,9.529100498184562e-05
17450,9.520899038761854e-05
17451,8.500006515532732e-06
17452,0.0012122920015826821
17453,0.00025237497175112367
17454,0.00024041702272370458
17455,0.0003084159689024091
17456,0.0001026670215651393
17457,9.874999523162842e-05
17458,5.00003807246685e-07
17459,9.87909734249115e-05
17460,7.500057108700275e-07
17461,5.458400119096041e-05
17462,9.824999142438173e-05
17463,9.729200974106789e-05
17464,5.583977326750755e-06
17465,9.69579559750855e-05
17466,6.67001586407423e-07
17467,9.462499292567372e-05
17468,9.716599015519023e-05
17469,9.86250233836472e-05
17470,9.78340394794941e-05
17471,9.862496517598629e-05
17472,4.5902561396360397e-07
17473,6.540969479829073e-06
17474,2.500019036233425e-07
17475,7.919734343886375e-07
17476,9.962497279047966e-05
17477,9.991700062528253e-05
17478,9.774998761713505e-05
17479,9.824999142438173e-05
17480,9.849999332800508e-05
17481,2.0902371034026146e-07
17482,9.712501196190715e-05
17483,9.991700062528253e-05
17484,6.665999535471201e-06
17485,0.0017727090162225068
17486,0.001086207979824394
17487,0.0005243330379016697
17488,0.002195917011704296
17489,0.0005052500055171549
17490,3.0410010367631912e-06
17491,2.5374989490956068e-05
17492,0.00023845897521823645
17493,0.00023916596546769142
17494,0.00023891596356406808
17495,3.812497016042471e-05
17496,0.00010733300587162375
17497,9.899999713525176e-05
17498,9.883299935609102e-05
17499,9.808398317545652e-05
17500,2.9098009690642357e-07
17501,9.941699681803584e-05
17502,9.804201545193791e-05
17503,9.995797881856561e-05
17504,9.900005534291267e-05
17505,9.737495565786958e-05
17506,1.292035449296236e-06
17507,9.891699301078916e-05
17508,3.3300602808594704e-07
17509,0.0005169170326553285
17510,0.00036687497049570084
17511,0.0009858330013230443
17512,0.000604083004873246
17513,1.334003172814846e-06
17514,7.1249669417738914e-06
17515,0.00030016701202839613
17516,0.00010283297160640359
17517,2.7919886633753777e-06
17518,7.916701724752784e-05
17519,9.866699110716581e-05
17520,9.908300125971437e-05
17521,9.979202877730131e-05
17522,9.591697016730905e-05
17523,9.933300316333771e-05
17524,9.724998380988836e-05
17525,9.74169815890491e-05
17526,0.00020812504226341844
17527,9.583396604284644e-05
17528,9.966699872165918e-05
17529,3.841595025733113e-05
17530,9.883299935609102e-05
17531,9.479100117459893e-05
17532,2.0797597244381905e-07
17533,9.883299935609102e-05
17534,9.837502148002386e-05
17535,9.720801608636975e-05
17536,9.962503099814057e-05
17537,9.85420192591846e-05
17538,9.56250005401671e-05
17539,9.895901894196868e-05
17540,7.1249669417738914e-06
17541,9.895797120407224e-05
17542,0.00010033295257017016
17543,0.00038824998773634434
17544,0.00010000000474974513
17545,2.500019036233425e-07
17546,0.00010070804273709655
17547,0.00010037497850134969
17548,9.866600157693028e-05
17549,9.708397556096315e-05
17550,9.587500244379044e-05
17551,9.854102972894907e-05
17552,9.799998952075839e-05
17553,9.720801608636975e-05
17554,8.330098353326321e-07
17555,9.975000284612179e-05
17556,9.824999142438173e-05
17557,6.249989382922649e-06
17558,9.816704550758004e-05
17559,9.983300697058439e-05
17560,0.00010087498230859637
17561,9.891600348055363e-05
17562,9.995803702622652e-05
17563,9.545800276100636e-05
17564,9.9916011095047e-05
17565,8.629198418930173e-05
17566,9.845895692706108e-05
17567,0.00010008399840444326
17568,9.887496707960963e-05
17569,9.933300316333771e-05
17570,0.00010079098865389824
17571,9.866600157693028e-05
17572,0.00023420900106430054
17573,9.795901132747531e-05
17574,8.750357665121555e-07
17575,0.00010025000665336847
17576,0.00010070903226733208
17577,0.00010025000665336847
17578,9.720801608636975e-05
17579,9.458046406507492e-06
17580,9.862496517598629e-05
17581,4.5797787606716156e-07
17582,9.587500244379044e-05
17583,9.774998761713505e-05
17584,9.929196676239371e-05
17585,8.750357665121555e-07
17586,0.00010000000474974513
17587,2.500019036233425e-07
17588,2.270803088322282e-05
17589,9.766704170033336e-05
17590,9.858398698270321e-05
17591,8.749775588512421e-07
17592,9.929202497005463e-05
17593,9.766698349267244e-05
17594,9.774998761713505e-05
17595,2.9458024073392153e-05
17596,5.00003807246685e-07
17597,9.587500244379044e-05
17598,6.04201341047883e-06
17599,2.7500209398567677e-06
17600,8.216698188334703e-05
17601,9.787501767277718e-05
17602,9.816698729991913e-05
17603,0.00010170903988182545
17604,0.00010091596050187945
17605,0.00013324996689334512
17606,9.854196105152369e-05
17607,0.0001789579982869327
17608,1.2042000889778137e-05
17609,3.245798870921135e-05
17610,0.0006209579878486693
17611,9.891699301078916e-05
17612,0.00011912500485777855
17613,0.00010391697287559509
17614,9.762495756149292e-05
17615,0.00010208296589553356
17616,1.85410026460886e-05
17617,9.766599396243691e-05
17618,9.491603123024106e-05
17619,0.00010133296018466353
17620,0.0001022910000756383
17621,9.670801227912307e-05
17622,9.629200212657452e-05
17623,9.608396794646978e-05
17624,9.354198118671775e-05
17625,9.495799895375967e-05
17626,4.589674063026905e-07
17627,1.7500133253633976e-06
17628,2.3833999875932932e-05
17629,0.00010000000474974513
17630,1.416949089616537e-06
17631,9.62919439189136e-05
17632,7.500057108700275e-07
17633,1.66997779160738e-07
17634,9.933399269357324e-05
17635,1.1499971151351929e-05
17636,0.00010254100197926164
17637,7.079797796905041e-07
17638,0.00010187498992308974
17639,9.650003630667925e-05
17640,9.595800656825304e-05
17641,0.0001028330298140645
17642,0.00010237499373033643
17643,0.0001195410150103271
17644,0.00012516701826825738
17645,1.1249794624745846e-06
17646,9.645899990573525e-05
17647,9.570905240252614e-05
17648,9.695801418274641e-05
17649,9.766599396243691e-05
17650,9.683298412710428e-05
17651,1.3500044587999582e-05
17652,8.37499974295497e-05
17653,9.737501386553049e-05
17654,0.00010204099817201495
17655,0.000365916988812387
17656,7.62502895668149e-06
17657,0.003094125015195459
17658,0.00014170800568535924
17659,0.0006126250373199582
17660,3.5208999179303646e-05
17661,0.00010287499753758311
17662,0.00010333297541365027
17663,0.00010241701966151595
17664,0.0007617090013809502
17665,1.416949089616537e-06
17666,1.0375049896538258e-05
17667,0.00043112499406561255
17668,0.0002204999909736216
17669,0.00010937504703179002
17670,9.875005343928933e-05
17671,4.00003045797348e-06
17672,0.0019725420279428363
17673,2.5374989490956068e-05
17674,0.00010933296289294958
17675,1.1583033483475447e-05
17676,0.00020474998746067286
17677,0.0010977089987136424
17678,0.0002872080076485872
17679,2.154102548956871e-05
17680,0.0002646659850142896
17681,0.0001562919933348894
17682,0.00020370795391499996
17683,4.029198316857219e-05
17684,0.000744915974792093
17685,5.266600055620074e-05
17686,0.0011653329711407423
17687,2.7916976250708103e-05
17688,9.970797691494226e-05
17689,0.00010095804464071989
17690,0.00010183296399191022
17691,9.966600919142365e-05
17692,0.00010058301268145442
17693,5.41971530765295e-07
17694,8.220801828429103e-05
17695,0.00010112498421221972
17696,9.883404709398746e-05
17697,2.8540962375700474e-05
17698,9.958300506696105e-05
17699,0.00010087498230859637
17700,9.795802179723978e-05
17701,9.804102592170238e-05
17702,9.845796739682555e-05
17703,9.983300697058439e-05
17704,1.3249984476715326e-05
17705,9.837496327236295e-05
17706,9.160139597952366e-07
17707,0.00010000000474974513
17708,9.883299935609102e-05
17709,9.975000284612179e-05
17710,0.00010016700252890587
17711,1.387501833960414e-05
17712,9.654101449996233e-05
17713,2.1708954591304064e-05
17714,9.895896073430777e-05
17715,0.00010000000474974513
17716,9.937502909451723e-05
17717,0.00010083400411531329
17718,0.00010079203639179468
17719,9.479199070483446e-05
17720,9.979202877730131e-05
17721,6.749993190169334e-06
17722,0.00010258302791044116
17723,9.85420192591846e-05
17724,0.0003483330365270376
17725,9.904196485877037e-05
17726,0.00010020798072218895
17727,5.00003807246685e-07
17728,9.916600538417697e-05
17729,9.9874974694103e-05
17730,0.00010158296208828688
17731,4.374998388811946e-05
17732,1.8330174498260021e-06
17733,9.991700062528253e-05
17734,0.00010083295637741685
17735,0.00010000000474974513
17736,9.808398317545652e-05
17737,9.975000284612179e-05
17738,9.941699681803584e-05
17739,9.991595288738608e-05
17740,0.00010004197247326374
17741,9.92910354398191e-05
17742,2.112501533702016e-05
17743,0.001269749947823584
17744,6.991595728322864e-05
17745,0.00023929198505356908
17746,0.004821958020329475
17747,4.583399277180433e-05
17748,0.00024274998577311635
17749,0.0002429589512757957
17750,0.0002412500325590372
17751,0.0002805000403895974
17752,1.9625003915280104e-05
17753,0.0001051669823937118
17754,0.00010154099436476827
17755,9.766599396243691e-05
17756,0.00010004203068092465
17757,9.962497279047966e-05
17758,9.958294685930014e-05
17759,0.00010158400982618332
17760,0.0001004580408334732
17761,0.00010099995415657759
17762,4.208006430417299e-06
17763,0.00010012503480538726
17764,9.970902465283871e-05
17765,4.0839659050107e-06
17766,2.9098009690642357e-07
17767,8.957984391599894e-06
17768,0.00010195799404755235
17769,9.979202877730131e-05
17770,9.624997619539499e-05
17771,9.954097913578153e-05
17772,0.00010012497659772635
17773,9.8459015134722e-05
17774,0.00010120798833668232
17775,3.320799442008138e-05
17776,0.00010087498230859637
17777,0.00010045903036370873
17778,0.00010183296399191022
17779,0.00010125001426786184
17780,7.499475032091141e-07
17781,7.919734343886375e-07
17782,0.00010000000474974513
17783,9.983294876292348e-05
17784,2.500019036233425e-07
17785,0.00010104198008775711
17786,0.0001004999503493309
17787,0.0031632919562980533
17788,0.00048649997916072607
17789,9.160139597952366e-07
17790,0.0002779999631457031
17791,0.0002536249812692404
17792,0.0001931249862536788
17793,7.3750270530581474e-06
17794,0.00032704201294109225
17795,0.00045183399925008416
17796,0.0001443749642930925
17797,3.750319592654705e-07
17798,0.00015162501949816942
17799,0.0016959590138867497
17800,0.00015462498413398862
17801,0.00017987500177696347
17802,0.0008682079496793449
17803,0.00044999999227002263
17804,0.0011289589456282556
17805,0.00019162503303959966
17806,0.00048470799811184406
17807,0.00026608299231156707
17808,0.00020004203543066978
17809,0.00019491702551022172
17810,0.00016362505266442895
17811,0.000145458965562284
17812,0.0003868750063702464
17813,0.00010337494313716888
17814,0.0012557079899124801
17815,0.00014891603495925665
17816,0.0004284160095266998
17817,0.0005767500260844827
17818,4.2791012674570084e-05
17819,4.429201362654567e-05
17820,0.0002126669860444963
17821,0.0008695420110598207
17822,0.00038720801239833236
17823,5.00003807246685e-07
17824,0.0007544999825768173
17825,0.0005455409991554916
17826,0.0004232079954817891
17827,0.0014008749858476222
17828,3.462500171735883e-05
17829,0.0005258329911157489
17830,0.0004319580039009452
17831,0.0012438750127330422
17832,0.00044704199535772204
17833,0.0009752080077305436
17834,2.4250010028481483e-05
17835,0.00027970800874754786
17836,0.0007927920087240636
17837,0.0004895830061286688
17838,0.0006668330170214176
17839,0.00028450001263991
17840,0.0005058750393800437
17841,0.00011179095599800348
17842,4.941696533933282e-05
17843,0.00038416701136156917
17844,0.0005990000208839774
17845,9.59029421210289e-07
17846,0.00022266700398176908
17847,0.0006580419722013175
17848,0.00038179103285074234
17849,4.04199818149209e-06
17850,0.00015154096763581038
17851,0.00025637500220909715
17852,0.00026783300563693047
17853,0.0002632919931784272
17854,0.0003527919761836529
17855,9.000010322779417e-06
17856,5.420297384262085e-07
17857,0.00019708299078047276
17858,0.0002440839889459312
17859,0.00026591599453240633
17860,0.0001494590542279184
17861,0.00010025000665336847
17862,4.00003045797348e-06
17863,0.00010066700633615255
17864,0.00010212499182671309
17865,9.675003821030259e-05
17866,9.824999142438173e-05
17867,0.0001777499564923346
17868,0.00010133400792255998
17869,0.0001010000123642385
17870,9.995797881856561e-05
17871,0.00010104099055752158
17872,7.079797796905041e-07
17873,0.00010308303171768785
17874,0.00010058301268145442
17875,0.00010241701966151595
17876,0.00010087498230859637
17877,0.00010458397446200252
17878,4.499976057559252e-06
17879,2.4999608285725117e-06
17880,6.334041245281696e-06
17881,0.00010616600047796965
17882,9.86250233836472e-05
17883,0.00017845799447968602
17884,0.00028670800384134054
17885,0.0001217919634655118
17886,0.0001758339931257069
17887,0.0001556250499561429
17888,0.000275790982414037
17889,0.00010745797771960497
17890,0.00010112498421221972
17891,0.0002299170009791851
17892,0.00024812499759718776
17893,0.00010004098294302821
17894,9.991700062528253e-05
17895,2.0420411601662636e-06
17896,0.0001005829544737935
17897,5.00003807246685e-07
17898,0.00014395895414054394
17899,0.00010558305075392127
17900,2.2040971089154482e-05
17901,9.862496517598629e-05
17902,0.00010025000665336847
17903,9.945803321897984e-05
17904,0.00010020902846008539
17905,0.00010308303171768785
17906,1.2500095181167126e-06
17907,0.00010025000665336847
17908,5.749985575675964e-06
17909,9.962497279047966e-05
17910,0.00010058301268145442
17911,0.0001638340181671083
17912,4.169996827840805e-07
17913,0.00010458397446200252
17914,0.00010058400221168995
17915,5.999987479299307e-06
17916,0.00010183302219957113
17917,0.00010058301268145442
17918,0.00010079197818413377
17919,0.00010125001426786184
17920,0.00010083301458507776
17921,8.041970431804657e-06
17922,9.541597682982683e-05
17923,3.2079988159239292e-06
17924,9.604101069271564e-05
17925,0.00010141602251678705
17926,9.991595288738608e-05
